noisy_path,clean_path,noise_type,bucket,snr_db,split
data/processed/val/174-84280-0011__4-119648-B-48__0db__noisy.wav,data/processed/val/174-84280-0011__4-119648-B-48__0db__clean.wav,4-119648-B-48,impulsive,0,val
data/processed/val/174-168635-0007__3-118657-B-41__10db__noisy.wav,data/processed/val/174-168635-0007__3-118657-B-41__10db__clean.wav,3-118657-B-41,stationary,10,val
data/processed/val/5536-43358-0019__2-122067-A-45__10db__noisy.wav,data/processed/val/5536-43358-0019__2-122067-A-45__10db__clean.wav,2-122067-A-45,stationary,10,val
data/processed/val/2277-149896-0028__2-165801-A-48__0db__noisy.wav,data/processed/val/2277-149896-0028__2-165801-A-48__0db__clean.wav,2-165801-A-48,impulsive,0,val
data/processed/val/5338-24615-0014__3-143560-A-47__neg5db__noisy.wav,data/processed/val/5338-24615-0014__3-143560-A-47__neg5db__clean.wav,3-143560-A-47,stationary,-5,val
data/processed/val/7976-105575-0021__5-177957-A-40__0db__noisy.wav,data/processed/val/7976-105575-0021__5-177957-A-40__0db__clean.wav,5-177957-A-40,stationary,0,val
data/processed/val/174-84280-0015__4-161103-A-47__10db__noisy.wav,data/processed/val/174-84280-0015__4-161103-A-47__10db__clean.wav,4-161103-A-47,stationary,10,val
data/processed/val/174-168635-0019__1-116765-A-41__0db__noisy.wav,data/processed/val/174-168635-0019__1-116765-A-41__0db__clean.wav,1-116765-A-41,stationary,0,val
data/processed/val/5338-24615-0001__1-172649-B-40__10db__noisy.wav,data/processed/val/5338-24615-0001__1-172649-B-40__10db__clean.wav,1-172649-B-40,stationary,10,val
data/processed/val/5536-43358-0016__2-107228-A-44__neg5db__noisy.wav,data/processed/val/5536-43358-0016__2-107228-A-44__neg5db__clean.wav,2-107228-A-44,stationary,-5,val
data/processed/val/5338-284437-0026__2-117615-B-48__10db__noisy.wav,data/processed/val/5338-284437-0026__2-117615-B-48__10db__clean.wav,2-117615-B-48,impulsive,10,val
data/processed/val/5536-43359-0007__4-165845-B-45__5db__noisy.wav,data/processed/val/5536-43359-0007__4-165845-B-45__5db__clean.wav,4-165845-B-45,stationary,5,val
data/processed/val/2277-149897-0004__2-106849-A-47__5db__noisy.wav,data/processed/val/2277-149897-0004__2-106849-A-47__5db__clean.wav,2-106849-A-47,stationary,5,val
data/processed/val/2277-149896-0000__3-115387-A-47__neg5db__noisy.wav,data/processed/val/2277-149896-0000__3-115387-A-47__neg5db__clean.wav,3-115387-A-47,stationary,-5,val
data/processed/val/7976-105575-0023__3-143560-A-47__10db__noisy.wav,data/processed/val/7976-105575-0023__3-143560-A-47__10db__clean.wav,3-143560-A-47,stationary,10,val
data/processed/val/2277-149897-0000__1-64473-A-45__5db__noisy.wav,data/processed/val/2277-149897-0000__1-64473-A-45__5db__clean.wav,1-64473-A-45,stationary,5,val
data/processed/val/5536-43358-0013__5-197121-A-45__0db__noisy.wav,data/processed/val/5536-43358-0013__5-197121-A-45__0db__clean.wav,5-197121-A-45,stationary,0,val
data/processed/val/7976-110124-0021__2-117615-C-48__0db__noisy.wav,data/processed/val/7976-110124-0021__2-117615-C-48__0db__clean.wav,2-117615-C-48,impulsive,0,val
data/processed/val/2277-149896-0032__2-107228-A-44__0db__noisy.wav,data/processed/val/2277-149896-0032__2-107228-A-44__0db__clean.wav,2-107228-A-44,stationary,0,val
data/processed/val/5536-43359-0016__1-22882-A-44__neg5db__noisy.wav,data/processed/val/5536-43359-0016__1-22882-A-44__neg5db__clean.wav,1-22882-A-44,stationary,-5,val
data/processed/val/2277-149897-0026__4-169127-B-41__0db__noisy.wav,data/processed/val/2277-149897-0026__4-169127-B-41__0db__clean.wav,4-169127-B-41,stationary,0,val
data/processed/val/5338-24615-0011__1-11687-A-47__neg5db__noisy.wav,data/processed/val/5338-24615-0011__1-11687-A-47__neg5db__clean.wav,1-11687-A-47,stationary,-5,val
data/processed/val/2086-149220-0042__1-160563-A-48__0db__noisy.wav,data/processed/val/2086-149220-0042__1-160563-A-48__0db__clean.wav,1-160563-A-48,impulsive,0,val
data/processed/val/5536-43359-0002__3-159445-B-45__neg5db__noisy.wav,data/processed/val/5536-43359-0002__3-159445-B-45__neg5db__clean.wav,3-159445-B-45,stationary,-5,val
data/processed/val/174-84280-0004__2-165801-A-48__0db__noisy.wav,data/processed/val/174-84280-0004__2-165801-A-48__0db__clean.wav,2-165801-A-48,impulsive,0,val
data/processed/val/2086-149220-0041__4-161579-A-40__0db__noisy.wav,data/processed/val/2086-149220-0041__4-161579-A-40__0db__clean.wav,4-161579-A-40,stationary,0,val
data/processed/val/2277-149896-0010__2-106849-A-47__neg5db__noisy.wav,data/processed/val/2277-149896-0010__2-106849-A-47__neg5db__clean.wav,2-106849-A-47,stationary,-5,val
data/processed/val/5338-24640-0004__3-118658-B-41__0db__noisy.wav,data/processed/val/5338-24640-0004__3-118658-B-41__0db__clean.wav,3-118658-B-41,stationary,0,val
data/processed/val/5338-284437-0004__1-61261-A-44__0db__noisy.wav,data/processed/val/5338-284437-0004__1-61261-A-44__0db__clean.wav,1-61261-A-44,stationary,0,val
data/processed/val/2277-149896-0023__4-165845-B-45__5db__noisy.wav,data/processed/val/2277-149896-0023__4-165845-B-45__5db__clean.wav,4-165845-B-45,stationary,5,val
data/processed/val/5338-284437-0004__4-175000-B-40__neg5db__noisy.wav,data/processed/val/5338-284437-0004__4-175000-B-40__neg5db__clean.wav,4-175000-B-40,stationary,-5,val
data/processed/val/174-50561-0018__2-135649-B-45__0db__noisy.wav,data/processed/val/174-50561-0018__2-135649-B-45__0db__clean.wav,2-135649-B-45,stationary,0,val
data/processed/val/5536-43358-0008__1-64473-A-45__0db__noisy.wav,data/processed/val/5536-43358-0008__1-64473-A-45__0db__clean.wav,1-64473-A-45,stationary,0,val
data/processed/val/5338-24640-0003__2-122066-B-45__10db__noisy.wav,data/processed/val/5338-24640-0003__2-122066-B-45__10db__clean.wav,2-122066-B-45,stationary,10,val
data/processed/val/5536-43359-0008__2-117616-A-48__5db__noisy.wav,data/processed/val/5536-43359-0008__2-117616-A-48__5db__clean.wav,2-117616-A-48,impulsive,5,val
data/processed/val/7976-105575-0012__3-115387-A-47__5db__noisy.wav,data/processed/val/7976-105575-0012__3-115387-A-47__5db__clean.wav,3-115387-A-47,stationary,5,val
data/processed/val/7976-105575-0017__5-235956-A-47__0db__noisy.wav,data/processed/val/7976-105575-0017__5-235956-A-47__0db__clean.wav,5-235956-A-47,stationary,0,val
data/processed/val/7976-110523-0010__4-175000-C-40__5db__noisy.wav,data/processed/val/7976-110523-0010__4-175000-C-40__5db__clean.wav,4-175000-C-40,stationary,5,val
data/processed/val/2277-149896-0018__5-177957-A-40__5db__noisy.wav,data/processed/val/2277-149896-0018__5-177957-A-40__5db__clean.wav,5-177957-A-40,stationary,5,val
data/processed/val/174-50561-0010__3-143560-A-47__0db__noisy.wav,data/processed/val/174-50561-0010__3-143560-A-47__0db__clean.wav,3-143560-A-47,stationary,0,val
data/processed/val/5338-284437-0010__2-107228-A-44__0db__noisy.wav,data/processed/val/5338-284437-0010__2-107228-A-44__0db__clean.wav,2-107228-A-44,stationary,0,val
data/processed/val/5338-284437-0023__3-150979-C-40__neg5db__noisy.wav,data/processed/val/5338-284437-0023__3-150979-C-40__neg5db__clean.wav,3-150979-C-40,stationary,-5,val
data/processed/val/5338-284437-0011__1-61261-A-44__10db__noisy.wav,data/processed/val/5338-284437-0011__1-61261-A-44__10db__clean.wav,1-61261-A-44,stationary,10,val
data/processed/val/2086-149220-0034__4-169127-B-41__10db__noisy.wav,data/processed/val/2086-149220-0034__4-169127-B-41__10db__clean.wav,4-169127-B-41,stationary,10,val
data/processed/val/7976-105575-0010__4-165791-A-45__0db__noisy.wav,data/processed/val/7976-105575-0010__4-165791-A-45__0db__clean.wav,4-165791-A-45,stationary,0,val
data/processed/val/5338-284437-0020__1-88409-B-45__0db__noisy.wav,data/processed/val/5338-284437-0020__1-88409-B-45__0db__clean.wav,1-88409-B-45,stationary,0,val
data/processed/val/7976-110124-0019__2-37806-D-40__10db__noisy.wav,data/processed/val/7976-110124-0019__2-37806-D-40__10db__clean.wav,2-37806-D-40,stationary,10,val
data/processed/val/7976-105575-0006__1-64473-A-45__10db__noisy.wav,data/processed/val/7976-105575-0006__1-64473-A-45__10db__clean.wav,1-64473-A-45,stationary,10,val
data/processed/val/5536-43358-0001__3-150979-C-40__10db__noisy.wav,data/processed/val/5536-43358-0001__3-150979-C-40__10db__clean.wav,3-150979-C-40,stationary,10,val
data/processed/val/5536-43358-0009__4-161103-A-47__neg5db__noisy.wav,data/processed/val/5536-43358-0009__4-161103-A-47__neg5db__clean.wav,4-161103-A-47,stationary,-5,val
data/processed/val/2086-149220-0047__3-115387-A-47__0db__noisy.wav,data/processed/val/2086-149220-0047__3-115387-A-47__0db__clean.wav,3-115387-A-47,stationary,0,val
data/processed/val/5536-43358-0006__5-197121-A-45__0db__noisy.wav,data/processed/val/5536-43358-0006__5-197121-A-45__0db__clean.wav,5-197121-A-45,stationary,0,val
data/processed/val/174-50561-0016__239137__qubodup__artillery-gunfire__10db__noisy.wav,data/processed/val/174-50561-0016__239137__qubodup__artillery-gunfire__10db__clean.wav,239137__qubodup__artillery-gunfire,impulsive,10,val
data/processed/val/174-84280-0000__4-186962-A-44__10db__noisy.wav,data/processed/val/174-84280-0000__4-186962-A-44__10db__clean.wav,4-186962-A-44,stationary,10,val
data/processed/val/2277-149897-0008__4-161579-A-40__5db__noisy.wav,data/processed/val/2277-149897-0008__4-161579-A-40__5db__clean.wav,4-161579-A-40,stationary,5,val
data/processed/val/5536-43358-0000__5-177957-A-40__10db__noisy.wav,data/processed/val/5536-43358-0000__5-177957-A-40__10db__clean.wav,5-177957-A-40,stationary,10,val
data/processed/val/2277-149896-0019__4-161579-A-40__neg5db__noisy.wav,data/processed/val/2277-149896-0019__4-161579-A-40__neg5db__clean.wav,4-161579-A-40,stationary,-5,val
data/processed/val/5338-24615-0004__3-118657-B-41__10db__noisy.wav,data/processed/val/5338-24615-0004__3-118657-B-41__10db__clean.wav,3-118657-B-41,stationary,10,val
data/processed/val/2277-149897-0015__2-117615-B-48__0db__noisy.wav,data/processed/val/2277-149897-0015__2-117615-B-48__0db__clean.wav,2-117615-B-48,impulsive,0,val
data/processed/val/5338-24640-0007__3-150979-C-40__10db__noisy.wav,data/processed/val/5338-24640-0007__3-150979-C-40__10db__clean.wav,3-150979-C-40,stationary,10,val
data/processed/val/174-168635-0016__3-118658-B-41__10db__noisy.wav,data/processed/val/174-168635-0016__3-118658-B-41__10db__clean.wav,3-118658-B-41,stationary,10,val
data/processed/val/2277-149874-0013__3-143560-A-47__neg5db__noisy.wav,data/processed/val/2277-149874-0013__3-143560-A-47__neg5db__clean.wav,3-143560-A-47,stationary,-5,val
data/processed/val/2277-149896-0031__4-161105-A-47__5db__noisy.wav,data/processed/val/2277-149896-0031__4-161105-A-47__5db__clean.wav,4-161105-A-47,stationary,5,val
data/processed/val/2277-149896-0006__3-150979-C-40__5db__noisy.wav,data/processed/val/2277-149896-0006__3-150979-C-40__5db__clean.wav,3-150979-C-40,stationary,5,val
data/processed/val/2277-149896-0010__4-161579-A-40__10db__noisy.wav,data/processed/val/2277-149896-0010__4-161579-A-40__10db__clean.wav,4-161579-A-40,stationary,10,val
data/processed/val/2277-149896-0007__1-88409-B-45__5db__noisy.wav,data/processed/val/2277-149896-0007__1-88409-B-45__5db__clean.wav,1-88409-B-45,stationary,5,val
data/processed/val/2086-149220-0017__1-160563-A-48__10db__noisy.wav,data/processed/val/2086-149220-0017__1-160563-A-48__10db__clean.wav,1-160563-A-48,impulsive,10,val
data/processed/val/2086-149220-0010__239137__qubodup__artillery-gunfire__neg5db__noisy.wav,data/processed/val/2086-149220-0010__239137__qubodup__artillery-gunfire__neg5db__clean.wav,239137__qubodup__artillery-gunfire,impulsive,-5,val
data/processed/val/174-84280-0006__1-61261-A-44__neg5db__noisy.wav,data/processed/val/174-84280-0006__1-61261-A-44__neg5db__clean.wav,1-61261-A-44,stationary,-5,val
data/processed/val/7976-110124-0024__3-118658-B-41__0db__noisy.wav,data/processed/val/7976-110124-0024__3-118658-B-41__0db__clean.wav,3-118658-B-41,stationary,0,val
data/processed/val/7976-110523-0013__3-150979-C-40__0db__noisy.wav,data/processed/val/7976-110523-0013__3-150979-C-40__0db__clean.wav,3-150979-C-40,stationary,0,val
data/processed/val/5338-24615-0007__5-177957-A-40__0db__noisy.wav,data/processed/val/5338-24615-0007__5-177957-A-40__0db__clean.wav,5-177957-A-40,stationary,0,val
data/processed/val/174-50561-0014__5-177957-A-40__0db__noisy.wav,data/processed/val/174-50561-0014__5-177957-A-40__0db__clean.wav,5-177957-A-40,stationary,0,val
data/processed/val/2277-149896-0002__4-175000-B-40__neg5db__noisy.wav,data/processed/val/2277-149896-0002__4-175000-B-40__neg5db__clean.wav,4-175000-B-40,stationary,-5,val
data/processed/val/5536-43358-0018__1-11687-A-47__5db__noisy.wav,data/processed/val/5536-43358-0018__1-11687-A-47__5db__clean.wav,1-11687-A-47,stationary,5,val
data/processed/val/174-50561-0019__2-37806-D-40__0db__noisy.wav,data/processed/val/174-50561-0019__2-37806-D-40__0db__clean.wav,2-37806-D-40,stationary,0,val
data/processed/val/5338-24615-0012__5-197121-A-45__0db__noisy.wav,data/processed/val/5338-24615-0012__5-197121-A-45__0db__clean.wav,5-197121-A-45,stationary,0,val
data/processed/val/5338-284437-0018__2-135649-B-45__10db__noisy.wav,data/processed/val/5338-284437-0018__2-135649-B-45__10db__clean.wav,2-135649-B-45,stationary,10,val
data/processed/val/5536-43358-0014__2-117615-B-48__5db__noisy.wav,data/processed/val/5536-43358-0014__2-117615-B-48__5db__clean.wav,2-117615-B-48,impulsive,5,val
data/processed/val/2086-149214-0004__3-143560-A-47__0db__noisy.wav,data/processed/val/2086-149214-0004__3-143560-A-47__0db__clean.wav,3-143560-A-47,stationary,0,val
data/processed/val/5536-43363-0007__4-161103-A-47__0db__noisy.wav,data/processed/val/5536-43363-0007__4-161103-A-47__0db__clean.wav,4-161103-A-47,stationary,0,val
data/processed/val/174-50561-0016__3-159445-B-45__5db__noisy.wav,data/processed/val/174-50561-0016__3-159445-B-45__5db__clean.wav,3-159445-B-45,stationary,5,val
data/processed/val/2277-149874-0008__2-165801-A-48__5db__noisy.wav,data/processed/val/2277-149874-0008__2-165801-A-48__5db__clean.wav,2-165801-A-48,impulsive,5,val
data/processed/val/2086-149220-0025__1-11687-A-47__10db__noisy.wav,data/processed/val/2086-149220-0025__1-11687-A-47__10db__clean.wav,1-11687-A-47,stationary,10,val
data/processed/val/7976-110124-0019__1-172649-B-40__0db__noisy.wav,data/processed/val/7976-110124-0019__1-172649-B-40__0db__clean.wav,1-172649-B-40,stationary,0,val
data/processed/val/5536-43363-0007__1-61261-A-44__5db__noisy.wav,data/processed/val/5536-43363-0007__1-61261-A-44__5db__clean.wav,1-61261-A-44,stationary,5,val
data/processed/val/2086-149220-0039__3-159445-B-45__10db__noisy.wav,data/processed/val/2086-149220-0039__3-159445-B-45__10db__clean.wav,3-159445-B-45,stationary,10,val
data/processed/val/2277-149896-0009__4-161579-A-40__0db__noisy.wav,data/processed/val/2277-149896-0009__4-161579-A-40__0db__clean.wav,4-161579-A-40,stationary,0,val
data/processed/val/5536-43358-0001__5-197121-A-45__5db__noisy.wav,data/processed/val/5536-43358-0001__5-197121-A-45__5db__clean.wav,5-197121-A-45,stationary,5,val
data/processed/val/2086-149220-0029__3-150979-C-40__5db__noisy.wav,data/processed/val/2086-149220-0029__3-150979-C-40__5db__clean.wav,3-150979-C-40,stationary,5,val
data/processed/val/2086-149220-0011__2-117615-C-48__10db__noisy.wav,data/processed/val/2086-149220-0011__2-117615-C-48__10db__clean.wav,2-117615-C-48,impulsive,10,val
data/processed/val/5536-43359-0006__5-197121-A-45__10db__noisy.wav,data/processed/val/5536-43359-0006__5-197121-A-45__10db__clean.wav,5-197121-A-45,stationary,10,val
data/processed/val/2277-149896-0024__2-37806-D-40__5db__noisy.wav,data/processed/val/2277-149896-0024__2-37806-D-40__5db__clean.wav,2-37806-D-40,stationary,5,val
data/processed/val/174-84280-0006__4-186962-A-44__0db__noisy.wav,data/processed/val/174-84280-0006__4-186962-A-44__0db__clean.wav,4-186962-A-44,stationary,0,val
data/processed/val/5338-284437-0028__1-88409-B-45__5db__noisy.wav,data/processed/val/5338-284437-0028__1-88409-B-45__5db__clean.wav,1-88409-B-45,stationary,5,val
data/processed/val/5536-43358-0000__2-117615-C-48__neg5db__noisy.wav,data/processed/val/5536-43358-0000__2-117615-C-48__neg5db__clean.wav,2-117615-C-48,impulsive,-5,val
data/processed/val/174-50561-0015__3-150979-C-40__10db__noisy.wav,data/processed/val/174-50561-0015__3-150979-C-40__10db__clean.wav,3-150979-C-40,stationary,10,val
data/processed/val/2277-149896-0034__2-122067-A-45__10db__noisy.wav,data/processed/val/2277-149896-0034__2-122067-A-45__10db__clean.wav,2-122067-A-45,stationary,10,val
data/processed/val/7976-110523-0004__1-64473-A-45__10db__noisy.wav,data/processed/val/7976-110523-0004__1-64473-A-45__10db__clean.wav,1-64473-A-45,stationary,10,val
data/processed/val/5536-43359-0016__1-64473-A-45__10db__noisy.wav,data/processed/val/5536-43359-0016__1-64473-A-45__10db__clean.wav,1-64473-A-45,stationary,10,val
data/processed/val/5338-284437-0028__239137__qubodup__artillery-gunfire__neg5db__noisy.wav,data/processed/val/5338-284437-0028__239137__qubodup__artillery-gunfire__neg5db__clean.wav,239137__qubodup__artillery-gunfire,impulsive,-5,val
data/processed/val/174-168635-0015__239137__qubodup__artillery-gunfire__neg5db__noisy.wav,data/processed/val/174-168635-0015__239137__qubodup__artillery-gunfire__neg5db__clean.wav,239137__qubodup__artillery-gunfire,impulsive,-5,val
data/processed/val/2277-149874-0000__4-169127-B-41__neg5db__noisy.wav,data/processed/val/2277-149874-0000__4-169127-B-41__neg5db__clean.wav,4-169127-B-41,stationary,-5,val
data/processed/val/174-168635-0016__2-107228-A-44__neg5db__noisy.wav,data/processed/val/174-168635-0016__2-107228-A-44__neg5db__clean.wav,2-107228-A-44,stationary,-5,val
data/processed/val/5536-43363-0016__1-116765-A-41__0db__noisy.wav,data/processed/val/5536-43363-0016__1-116765-A-41__0db__clean.wav,1-116765-A-41,stationary,0,val
data/processed/val/5338-284437-0022__3-143560-A-47__0db__noisy.wav,data/processed/val/5338-284437-0022__3-143560-A-47__0db__clean.wav,3-143560-A-47,stationary,0,val
data/processed/val/2277-149874-0015__2-117615-C-48__10db__noisy.wav,data/processed/val/2277-149874-0015__2-117615-C-48__10db__clean.wav,2-117615-C-48,impulsive,10,val
data/processed/val/174-50561-0007__1-43807-D-47__5db__noisy.wav,data/processed/val/174-50561-0007__1-43807-D-47__5db__clean.wav,1-43807-D-47,stationary,5,val
data/processed/val/174-84280-0000__3-115387-A-47__10db__noisy.wav,data/processed/val/174-84280-0000__3-115387-A-47__10db__clean.wav,3-115387-A-47,stationary,10,val
data/processed/val/7976-110523-0001__3-118657-B-41__neg5db__noisy.wav,data/processed/val/7976-110523-0001__3-118657-B-41__neg5db__clean.wav,3-118657-B-41,stationary,-5,val
data/processed/val/2277-149897-0007__2-117615-C-48__5db__noisy.wav,data/processed/val/2277-149897-0007__2-117615-C-48__5db__clean.wav,2-117615-C-48,impulsive,5,val
